UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (1) CANDIDATE LOST DEPOSIT ,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,PR (2) CANDIDATE LOST DEPOSIT ,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.109_N.42,SELANGOR,P.109,KAPAR,N.42,MERU,PR - PAS,,39457,9079,90.03,35523,87,343,35093,UMNO,HJ. SUKAIMAN AHMAD,MALE,61,13007,,,,,,,,PAS,DR ABD RANI BIN OSMAN,MALE,54,22086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109_N.43,SELANGOR,P.109,KAPAR,N.43,SEMENTA,PR - PKR,,40406,7846,88.80,35879,78,425,35376,UMNO,HJ MD GHAZALI MD AMIN,MALE,60,13674,,PKR,DR DAROYAH ALWI,FEMALE,51,21520,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,S. SINGAM,MALE,,182,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.109_N.44,SELANGOR,P.109,KAPAR,N.44,SUNGAI PINANG,PR - DAP,,27404,11309,86.66,23747,37,291,23419,MCA,LEE SIEW CHEE,FEMALE,38,6055,,DAP,DATO' TENG CHANG KHIM,MALE,50,17364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109_N.45,SELANGOR,P.109,KAPAR,N.45,SELAT KLANG,PR - PAS,,36892,2754,86.40,31874,98,360,31416,UMNO,FAISAL YAHYA,MALE,52,14331,,,,,,,,PAS,DR HALIMAH ALI,FEMALE,53,17085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110_N.46,SELANGOR,P.110,KLANG,N.46,PELABUHAN KLANG,PR - PKR,,39972,2994,87.15,34835,51,596,34188,UMNO,DATUK HJ NASARRUDDIN BIN M ZIN,MALE,50,15597,,PKR,TAN SRI DATO' SERI ABD KHALID IBRAHIM,MALE,67,18591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110_N.47,SELANGOR,P.110,KLANG,N.47,PANDAMARAN,PR - DAP,,27594,9176,87.40,24118,29,365,23724,MCA,CHING EU BOON,MALE,67,7135,,DAP,TAN POK SHYONG,MALE,,16311,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BAG,HAMZAH BIN LAMIN,MALE,,216,LOST DEPOSIT,INDEPENDENT - ELEPHANT,AL. DELIGANU @ MR DELI,MALE,,62,LOST DEPOSIT,,,,,,,,,,,,
P.110_N.48,SELANGOR,P.110,KLANG,N.48,KOTA ALAM SHAH,PR - DAP,,29507,13369,85.63,25266,39,386,24841,PPP,MAGLIN DCRUZ (MAG),MALE,57,5602,,DAP,GANABATIRAU A/L VERAMAN,MALE,40,18971,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AEROPLANE,LOO HOK CHAI,MALE,60,186,LOST DEPOSIT,INDEPENDENT - HIBISCUS,L. P. SELVAM,MALE,60,82,LOST DEPOSIT,,,,,,,,,,,,
P.111_N.49,SELANGOR,P.111,KOTA RAJA,N.49,SERI ANDALAS,PR - PKR,,56763,15633,87.30,49552,95,582,48875,MIC,T. MOHAN,MALE,40,15858,,PKR,DR XAVIER JAYAKUMAR,MALE,60,31491,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,HANAFIAH BIN HUSIN,MALE,,871,LOST DEPOSIT,INDEPENDENT - PEN,P.UTHAYAKUMAR,MALE,52,614,LOST DEPOSIT,INDEPENDENT - BIRD,KS KOTTAPAN,MALE,51,41,LOST DEPOSIT,,,,,,
P.111_N.50,SELANGOR,P.111,KOTA RAJA,N.50,SRI MUDA,PR - PKR,,49146,12510,87.85,43177,63,406,42708,UMNO,ABDUL RAOF MOKHTAR,MALE,46,14978,,PKR,SHUHAIMI HAJI SHAFIEI,MALE,45,27488,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,DATO' SARO,FEMALE,,242,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.112_N.51,SELANGOR,P.112,KUALA LANGAT,N.51,SIJANGKANG,PR - PAS,,30581,2942,89.00,27216,65,417,26734,UMNO,CIKGU ZURIHAN YUSOP,MALE,42,11896,,,,,,,,PAS,AHMAD YUNUS BIN HAIRI,MALE,48,14838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.112_N.52,SELANGOR,P.112,KUALA LANGAT,N.52,TELUK DATUK,PR - DAP,,24340,5391,89.15,21699,32,384,21283,MCA,JIMMY TAN CHENG CHAI,MALE,52,7764,,DAP,LOH CHEE HENG,MALE,35,13155,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,HAMZAH BIN ABU BAKAR,MALE,,364,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.112_N.53,SELANGOR,P.112,KUALA LANGAT,N.53,MORIB,PR - PAS,,33553,766,88.85,29811,65,480,29266,UMNO,HAJI HASIMAN BIN SIDOM,MALE,,14250,,,,,,,,PAS,HJ HASNUL BIN BAHARUDDIN,MALE,45,15016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113_N.54,SELANGOR,P.113,SEPANG,N.54,TANJONG SEPAT,PR - PAS,,22213,682,90.28,20053,53,307,19693,UMNO,NISMAN BIN YUSOF,MALE,54,9447,,,,,,,,PAS,IR. HAJI. MOHD HASLIN HASSAN,MALE,45,10129,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,MUVENTEN A/L MUNUSAMY,MALE,,117,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.113_N.55,SELANGOR,P.113,SEPANG,N.55,DENGKIL,BN - UMNO,,38400,2317,88.63,34032,85,459,33488,UMNO,SHAHRUM BIN MOHD SHARIF,MALE,42,17801,,PKR,BORHAN AMAN SHAH,MALE,51,15484,,,,,,,,,,,,,,,,,,,,KITA,AZMI BIN OTHMAN,MALE,,203,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.113_N.56,SELANGOR,P.113,SEPANG,N.56,SUNGAI PELEK,PR - DAP,,23749,1972,88.64,21050,39,399,20612,MCA,NG CHOK SIN,MALE,48,9025,,DAP,LAI NYUK LAN,FEMALE,,10997,,,,,,,,,,,,,,,,,,,,KITA,ZAKARIA BIN MOHD MUKHTAR,MALE,,430,LOST DEPOSIT,INDEPENDENT - FISH,AB MANAP BIN SAHARDIN,MALE,,160,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.126_N.01,NEGERI SEMBILAN,P.126,JELEBU,N.01,CHENNAH,PR - DAP,,11160,1098,83.98,9372,25,189,9158,MCA,SIOW FOO WEN,MALE,48,4030,,DAP,LOKE SIEW FOOK,MALE,37,5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.126_N.02,NEGERI SEMBILAN,P.126,JELEBU,N.02,PERTANG,BN - UMNO,,9760,2163,83.65,8164,24,123,8017,UMNO,JALALUDDIN BIN ALIAS,MALE,50,5090,,PKR,MUHAMAD SYAMWILL BIN MERTADZA,MALE,30,2927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.126_N.03,NEGERI SEMBILAN,P.126,JELEBU,N.03,SUNGAI LUI,BN - UMNO,,14523,5990,85.44,12408,56,284,12068,UMNO,MOHD. RAZI BIN MOHD. ALI,MALE,40,9029,,,,,,,,PAS,NOR ANIF BIN SELAMAT,MALE,,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.126_N.04,NEGERI SEMBILAN,P.126,JELEBU,N.04,KLAWANG,BN - UMNO,,9494,282,85.06,8076,28,122,7926,UMNO,DATO’ YUNUS BIN RAHMAT,MALE,58,4104,,,,,,,,PAS,ROSLI BIN YAAKOP,MALE,61,3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127_N.05,NEGERI SEMBILAN,P.127,JEMPOL,N.05,SERTING,BN - UMNO,,19389,5442,85.05,16491,67,252,16172,UMNO,DATO’ SHAMSHULKAHAR BIN MOHD DELI,MALE,52,10807,,,,,,,,PAS,ABD RAHMAN BIN RAMLI,MALE,,5365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127_N.06,NEGERI SEMBILAN,P.127,JEMPOL,N.06,PALONG,BN - UMNO,,16044,8456,87.19,13988,55,209,13724,UMNO,DATO’ LILAH BIN YASIN,MALE,56,11090,,PKR,REBIN BIRHAM,MALE,,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127_N.07,NEGERI SEMBILAN,P.127,JEMPOL,N.07,JERAM PADANG,BN - MIC,,11336,2691,81.21,9206,21,250,8935,MIC,MANICKAM A/L LETCHUMAN,MALE,54,5690,,PKR,T. KUMAR,MALE,,2999,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FISH,MAZAVAN,,,45,LOST DEPOSIT,INDEPENDENT - HIBISCUS,ZAILANI BIN ZAKARIA,MALE,,201,LOST DEPOSIT,,,,,,,,,,,,
P.127_N.08,NEGERI SEMBILAN,P.127,JEMPOL,N.08,BAHAU,PR - DAP,,18444,5136,82.27,15173,25,288,14860,MCA,DR. YEE MEE FAA,MALE,53,4862,,DAP,CHEW SEH YONG,MALE,51,9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128_N.09,NEGERI SEMBILAN,P.128,SEREMBAN,N.09,LENGGENG,BN - UMNO,,15340,2058,86.82,13318,38,186,13094,UMNO,DATO ISHAK BIN ISMAIL,MALE,62,7170,,,,,,,,PAS,ZULKEFLY MOHAMAD BIN OMAR,MALE,49,5112,,,,,,,,,,,,,,,,,,,,INDEPENDENT - SPECTACLES,ZULKIFLI BIN ABDULLAH,MALE,53,812,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.128_N.10,NEGERI SEMBILAN,P.128,SEREMBAN,N.10,NILAI,PR - DAP,,20629,4047,85.31,17599,26,327,17246,MCA,GAN CHEE BIOW,MALE,47,6331,,DAP,J. ARUL KUMAR,MALE,28,10378,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAJAHSHEKHER,,,47,LOST DEPOSIT,INDEPENDENT - HIBISCUS,KAPT. (B) AHMAD KAMARULZAMAN BIN ABU,MALE,,490,LOST DEPOSIT,,,,,,,,,,,,
P.128_N.11,NEGERI SEMBILAN,P.128,SEREMBAN,N.11,LOBAK,PR - DAP,,18634,8270,84.39,15726,29,207,15490,MCA,TITAN HO,MALE,40,3610,,DAP,SIOW KIM LEONG,MALE,,11880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128_N.12,NEGERI SEMBILAN,P.128,SEREMBAN,N.12,TEMIANG,PR - DAP,,11127,1677,85.32,9494,19,196,9279,MCA,JASON LEE KEE CHONG,MALE,35,3801,,DAP,NG CHIN TSAI,MALE,35,5478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128_N.13,NEGERI SEMBILAN,P.128,SEREMBAN,N.13,SIKAMAT,PR - PKR,,19640,510,86.32,16954,85,211,16658,UMNO,WAN SALWATI BINTI ABDULLAH,FEMALE,39,8074,,PKR,HJ AMINUDDIN BIN HARUN,MALE,46,8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128_N.14,NEGERI SEMBILAN,P.128,SEREMBAN,N.14,AMPANGAN,BN - UMNO,,16935,89,85.77,14525,47,187,14291,UMNO,HJ ABU UBAIDAH BIN HAJI REDZA,MALE,61,7190,,PKR,KAMARUL BAHARIN ABBAS,MALE,66,7101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129_N.15,NEGERI SEMBILAN,P.129,KUALA PILAH,N.15,JUASSEH,BN - UMNO,,9528,1688,84.55,8056,21,145,7890,UMNO,HAJI MOHAMMAD RAZI BIN KAIL,MALE,49,4789,,PKR,HJ ROSLI BIN HJ OMAR,MALE,,3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129_N.16,NEGERI SEMBILAN,P.129,KUALA PILAH,N.16,SERI MENANTI,BN - UMNO,,8250,2396,84.44,6966,29,154,6783,UMNO,DATO’ ABD SAMAD BIN IBRAHIM,MALE,49,4538,,PKR,TENGKU ZAMRAH BINTI TENGKU SULAIMAN,FEMALE,54,2142,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,MD ALI BIN MUSTAFA,MALE,,103,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.129_N.17,NEGERI SEMBILAN,P.129,KUALA PILAH,N.17,SENALING,BN - UMNO,,8028,2151,86.01,6905,27,129,6749,UMNO,DATO’ HAJI ISMAIL BIN LASIM,MALE,54,4450,,,,,,,,PAS,ZAHARUDDIN OTHMAN,MALE,51,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129_N.18,NEGERI SEMBILAN,P.129,KUALA PILAH,N.18,PILAH,BN - UMNO,,12184,113,83.49,10172,38,169,9965,UMNO,DATO’ NORHAYATI BINTI OMAR,FEMALE,52,5039,,PKR,MOHAMAD NAZARUDDIN BIN SABTU,MALE,57,4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129_N.19,NEGERI SEMBILAN,P.129,KUALA PILAH,N.19,JOHOL,BN - UMNO,,9681,1344,84.62,8192,22,190,7980,UMNO,ABU SAMAH BIN MAHAT,MALE,,4662,,,,,,,,PAS,USTAZ NOR AZMAN BIN MOHAMAD,MALE,,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130_N.20,NEGERI SEMBILAN,P.130,RASAH,N.20,LABU,BN - UMNO,,15158,1511,85.53,12964,48,263,12653,UMNO,DATO’ HASIM BIN RUSDI,MALE,55,7082,,,,,,,,PAS,MOHD KHAIRIL ANUAR (USTAZ),MALE,36,5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130_N.21,NEGERI SEMBILAN,P.130,RASAH,N.21,BUKIT KEPAYANG,PR - DAP,,21799,9457,86.41,18837,42,160,18635,GERAKAN,WONG OI FOON,FEMALE,,4524,,DAP,CHA KEE CHIN,MALE,39,13981,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,VIJAIYAN A/L SIVANATHAN,MALE,,130,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.130_N.22,NEGERI SEMBILAN,P.130,RASAH,N.22,RAHANG,PR - DAP,,15144,1964,83.20,12600,37,195,12368,MCA,JULIA WONG,FEMALE,48,5202,,DAP,MARY JOSEPHINE PRITTAM SINGH,FEMALE,63,7166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130_N.23,NEGERI SEMBILAN,P.130,RASAH,N.23,MAMBAU,PR - DAP,,20541,9377,87.22,17915,52,204,17659,MCA,DATO’ YU CHOK TOW,FEMALE,58,4141,,DAP,YAP YEW WENG,MALE,50,13518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130_N.24,NEGERI SEMBILAN,P.130,RASAH,N.24,SENAWANG,PR - DAP,,15761,4805,85.93,13544,29,180,13335,GERAKAN,DAVID CHOONG,MALE,43,4205,,DAP,P. GUNA,MALE,,9010,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,KARTHIGESAN A/L SHANMUGAN,MALE,,120,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.131_N.25,NEGERI SEMBILAN,P.131,REMBAU,N.25,PAROI,BN - UMNO,,31862,2184,87.89,28005,167,230,27608,UMNO,MOHD GHAZALI BIN ABD. WAHID,MALE,,14896,,,,,,,,PAS,MOHAMAD TAUFEK BIN ABD. GHANI,MALE,45,12712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.131_N.26,NEGERI SEMBILAN,P.131,REMBAU,N.26,CHEMBONG,BN - UMNO,,16287,6480,86.65,14113,51,236,13826,UMNO,DATO’ ZAIFULBAHRI BIN IDRIS,MALE,46,10153,,,,,,,,PAS,HAJI KAMAROL RIDZUAN,MALE,46,3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.131_N.27,NEGERI SEMBILAN,P.131,REMBAU,N.27,RANTAU,BN - UMNO,,18232,4613,87.41,15937,42,256,15639,UMNO,DATO’ SERI UTAMA HAJI MOHAMAD BIN HAJI HASAN,MALE,57,10126,,PKR,AISAH LAMSAH,FEMALE,,5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.131_N.28,NEGERI SEMBILAN,P.131,REMBAU,N.28,KOTA,BN - UMNO,,13280,5002,86.54,11493,41,192,11260,UMNO,DATO’ DR HJ AWALUDIN BIN SAID,MALE,53,8131,,,,,,,,PAS,HAJI GHAZALI BIN MOHD SHOM,MALE,58,3129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132_N.29,NEGERI SEMBILAN,P.132,TELOK KEMANG,N.29,CHUAH,PR - PKR,,11127,2534,85.73,9539,9,150,9380,MCA,DATO’ SERI DR. LIM CHIN FUI,MALE,34,3423,,PKR,CHAI TONG CHAI,MALE,,5957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132_N.30,NEGERI SEMBILAN,P.132,TELOK KEMANG,N.30,LUKUT,PR - DAP,,13463,3954,86.53,11650,30,190,11430,MCA,YEONG SENG WONG,MALE,47,3738,,DAP,EAN YONG TIN SIN,MALE,63,7692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132_N.31,NEGERI SEMBILAN,P.132,TELOK KEMANG,N.31,BAGAN PINANG,BN - UMNO,,17377,6067,84.89,14751,31,375,14345,UMNO,TUN HAIRUDIN BIN ABU BAKAR @ DON,MALE,55,10206,,,,,,,,PAS,RAMLI BIN ISMAIL,MALE,,4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132_N.32,NEGERI SEMBILAN,P.132,TELOK KEMANG,N.32,LINGGI,BN - UMNO,,14926,3260,85.45,12754,33,263,12458,UMNO,HJ. ABDUL RAHMAN BIN MOHD REDZA,MALE,40,7859,,PKR,ROSMAN JONET,MALE,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132_N.33,NEGERI SEMBILAN,P.132,TELOK KEMANG,N.33,PORT DICKSON,PR - PKR,,13631,2422,82.83,11290,22,202,11066,MIC,DR TANALETCHUMY PALANISAMY,FEMALE,,4287,,PKR,M. RAVI,MALE,45,6709,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,DANIEL A/L SIMON,MALE,,70,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.133_N.34,NEGERI SEMBILAN,P.133,TAMPIN,N.34,GEMAS,BN - UMNO,,22771,10911,85.96,19573,53,351,19169,UMNO,ABD RAZAK BIN AB SAID,MALE,48,15040,,PKR,KARIP BIN MOHD SALLEH,MALE,,4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.133_N.35,NEGERI SEMBILAN,P.133,TAMPIN,N.35,GEMENCHEH,BN - UMNO,,15390,2725,83.55,12859,34,286,12539,UMNO,MOHD ISAM BIN MOHD ISA,MALE,44,7632,,,,,,,,PAS,CIKGU MOHD NOR BIN YASSIN,MALE,63,4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.133_N.36,NEGERI SEMBILAN,P.133,TAMPIN,N.36,REPAH,PR - DAP,,19107,1944,85.66,16367,44,291,16032,MCA,YAP SEONG FOOK,MALE,47,6349,,DAP,VEERAPAN A/L SUPERAMANIAM,MALE,38,8293,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CAR,TUAN HAJI FADZIL BIN A BAKAR,MALE,,1390,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.134_N.01,MELAKA,P.134,MASJID TANAH,N.01,KUALA LINGGI,BN - UMNO,,10033,2431,87.15,8744,2,131,8611,UMNO,DATUK AR HJ ISMAIL OTHMAN,MALE,63,5521,,,,,,,,PAS,JULASAPIYAH BIN KASSIM,MALE,44,3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.134_N.02,MELAKA,P.134,MASJID TANAH,N.02,TANJUNG BIDARA,BN - UMNO,,9008,4240,87.84,7913,24,101,7788,UMNO,MD RAWI BIN MAHMUD,MALE,60,6014,,,,,,,,PAS,USTAZ IMRAN ABD RAHMAN,MALE,47,1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.134_N.03,MELAKA,P.134,MASJID TANAH,N.03,AYER LIMAU,BN - UMNO,,10058,4569,86.73,8723,21,167,8535,UMNO,HAJI AMIRUDIN HAJI YUSOF,MALE,49,6552,,PKR,HALIM BIN BACHIK,MALE,44,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.134_N.04,MELAKA,P.134,MASJID TANAH,N.04,LENDU,BN - UMNO,,8848,2503,86.26,7632,19,98,7515,UMNO,SULAIMAN BIN MD ALI,MALE,48,5009,,,,,,,,PAS,ASRI BIN SHAIK ABDUL AZIZ,MALE,47,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.134_N.05,MELAKA,P.134,MASJID TANAH,N.05,TABOH NANING,BN - UMNO,,8005,2355,85.13,6815,14,116,6685,UMNO,LATIPAH BINTI OMAR,FEMALE,53,4520,,,,,,,,PAS,CIKGU HALIM,MALE,61,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.135_N.06,MELAKA,P.135,ALOR GAJAH,N.06,REMBIA,BN - UMNO,,13412,2358,86.82,11644,27,217,11400,UMNO,NORPIPAH BINTI ABDOL,FEMALE,59,6879,,PKR,RUSNAH BINTI ALUAI,FEMALE,51,4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.135_N.07,MELAKA,P.135,ALOR GAJAH,N.07,GADEK,BN - MIC,,12246,2630,83.92,10277,21,244,10012,MIC,M.S. MAHADEVAN SANACY,MALE,59,5975,,PKR,RAJANDRAN A/L GOVINDASAMY,MALE,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,ABDULLAH SANI BIN REJAB,MALE,,692,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.135_N.08,MELAKA,P.135,ALOR GAJAH,N.08,MACHAP,BN - MCA,,11682,152,86.81,10141,18,208,9915,MCA,LAI MENG CHONG,MALE,62,5003,,PKR,GINIE LIM,FEMALE,32,4851,,,,,,,,,,,,,,,,,,,,KITA,RAVINTHER A/L SEKARAN,MALE,,61,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.135_N.09,MELAKA,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,BN - UMNO,,11306,1316,89.78,10151,18,159,9974,UMNO,DATUK HJ. AB. WAHAB BIN AB. LATIP,MALE,57,5645,,,,,,,,PAS,ADLY ZAHARI,MALE,42,4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.135_N.10,MELAKA,P.135,ALOR GAJAH,N.10,ASAHAN,BN - UMNO,,14945,3857,86.44,12918,14,247,12657,UMNO,ABDUL GHAFAR BIN ATAN,MALE,57,8257,,,,,,,,PAS,RICHARD WONG,MALE,51,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.136_N.11,MELAKA,P.136,TANGGA BATU,N.11,SUNGAI UDANG,BN - UMNO,,17693,9136,86.91,15377,32,191,15154,UMNO,DATUK WIRA Ir. HJ IDRIS BIN HJ HARON,MALE,47,12145,,PKR,PW 1 (B) ASRI,MALE,,3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.136_N.12,MELAKA,P.136,TANGGA BATU,N.12,PANTAI KUNDOR,BN - UMNO,,13079,3064,86.70,11339,21,180,11138,UMNO,DATUK HJ AB RAHAMAN BIN HJ AB KARIM,MALE,59,7101,,,,,,,,PAS,MOHD NOOR BIN OMAR,MALE,,4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.136_N.13,MELAKA,P.136,TANGGA BATU,N.13,PAYA RUMPUT,BN - UMNO,,23432,1270,89.77,21036,43,257,20736,UMNO,SAZALI BIN MUHD DIN @ MUHAMAD DIN,MALE,,11003,,PKR,CIKGU TAHA,MALE,62,9733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
